"","ID","Block","genotype","antibiotics","exposure","Condition","time","outcome"
"1976","2_Red_plus_antibiotics_healthy",2,"Red","plus_antibiotics","healthy","H",141,0
"1977","2_Yellow_plus_antibiotics_healthy",2,"Yellow","plus_antibiotics","healthy","H",141,0
"1978","3_Black_plus_antibiotics_healthy",3,"Black","plus_antibiotics","healthy","H",141,0
"1979","3_Blue_plus_antibiotics_healthy",3,"Blue","plus_antibiotics","healthy","H",141,0
"1980","3_Green_plus_antibiotics_healthy",3,"Green","plus_antibiotics","healthy","H",141,0
"1981","3_Grey_plus_antibiotics_healthy",3,"Grey","plus_antibiotics","healthy","H",141,0
"1982","3_Neon_plus_antibiotics_healthy",3,"Neon","plus_antibiotics","healthy","H",141,0
"1983","3_Orange_plus_antibiotics_healthy",3,"Orange","plus_antibiotics","healthy","H",141,0
"1984","3_Pink_plus_antibiotics_healthy",3,"Pink","plus_antibiotics","healthy","H",141,0
"1985","3_Purple_plus_antibiotics_healthy",3,"Purple","plus_antibiotics","healthy","H",141,0
"1986","3_Red_plus_antibiotics_healthy",3,"Red","plus_antibiotics","healthy","H",141,0
"1987","3_Yellow_plus_antibiotics_healthy",3,"Yellow","plus_antibiotics","healthy","H",141,0
"1988","4_Black_plus_antibiotics_healthy",4,"Black","plus_antibiotics","healthy","H",141,0
"1989","4_Blue_plus_antibiotics_healthy",4,"Blue","plus_antibiotics","healthy","H",141,0
"1990","4_Green_plus_antibiotics_healthy",4,"Green","plus_antibiotics","healthy","H",141,0
"1991","4_Grey_plus_antibiotics_healthy",4,"Grey","plus_antibiotics","healthy","H",141,0
"1992","4_Neon_plus_antibiotics_healthy",4,"Neon","plus_antibiotics","healthy","H",141,0
"1993","4_Orange_plus_antibiotics_healthy",4,"Orange","plus_antibiotics","healthy","H",141,0
"1994","4_Pink_plus_antibiotics_healthy",4,"Pink","plus_antibiotics","healthy","H",141,0
"1995","4_Purple_plus_antibiotics_healthy",4,"Purple","plus_antibiotics","healthy","H",141,0
"1996","4_Red_plus_antibiotics_healthy",4,"Red","plus_antibiotics","healthy","H",141,0
"1997","4_Yellow_plus_antibiotics_healthy",4,"Yellow","plus_antibiotics","healthy","H",141,0
"1998","5_Black_plus_antibiotics_healthy",5,"Black","plus_antibiotics","healthy","H",141,0
"1999","5_Blue_plus_antibiotics_healthy",5,"Blue","plus_antibiotics","healthy","H",141,0
"2000","5_Green_plus_antibiotics_healthy",5,"Green","plus_antibiotics","healthy","H",141,0
"2001","5_Grey_plus_antibiotics_healthy",5,"Grey","plus_antibiotics","healthy","H",141,0
"2002","5_Neon_plus_antibiotics_healthy",5,"Neon","plus_antibiotics","healthy","H",141,0
"2003","5_Orange_plus_antibiotics_healthy",5,"Orange","plus_antibiotics","healthy","H",141,0
"2004","5_Pink_plus_antibiotics_healthy",5,"Pink","plus_antibiotics","healthy","H",141,0
"2005","5_Purple_plus_antibiotics_healthy",5,"Purple","plus_antibiotics","healthy","H",141,0
"2006","5_Red_plus_antibiotics_healthy",5,"Red","plus_antibiotics","healthy","H",141,0
"2007","5_Yellow_plus_antibiotics_healthy",5,"Yellow","plus_antibiotics","healthy","H",141,0
"2008","1_Black_plus_antibiotics_disease",1,"Black","plus_antibiotics","disease","H",141,0
"2009","1_Blue_plus_antibiotics_disease",1,"Blue","plus_antibiotics","disease","H",141,0
"2010","1_Green_plus_antibiotics_disease",1,"Green","plus_antibiotics","disease","H",141,0
"2011","1_Grey_plus_antibiotics_disease",1,"Grey","plus_antibiotics","disease","H",141,0
"2012","1_Neon_plus_antibiotics_disease",1,"Neon","plus_antibiotics","disease","H",141,0
"2013","1_Orange_plus_antibiotics_disease",1,"Orange","plus_antibiotics","disease","H",141,0
"2014","1_Pink_plus_antibiotics_disease",1,"Pink","plus_antibiotics","disease","H",141,0
"2015","1_Purple_plus_antibiotics_disease",1,"Purple","plus_antibiotics","disease","H",141,0
"2016","1_Red_plus_antibiotics_disease",1,"Red","plus_antibiotics","disease","H",141,0
"2017","1_Yellow_plus_antibiotics_disease",1,"Yellow","plus_antibiotics","disease","H",141,0
"2018","2_Black_plus_antibiotics_disease",2,"Black","plus_antibiotics","disease","H",141,0
"2019","2_Blue_plus_antibiotics_disease",2,"Blue","plus_antibiotics","disease","H",141,0
"2020","2_Green_plus_antibiotics_disease",2,"Green","plus_antibiotics","disease","H",141,0
"2021","2_Grey_plus_antibiotics_disease",2,"Grey","plus_antibiotics","disease","H",141,0
"2022","2_Neon_plus_antibiotics_disease",2,"Neon","plus_antibiotics","disease","H",141,0
"2023","2_Orange_plus_antibiotics_disease",2,"Orange","plus_antibiotics","disease","H",141,0
"2024","2_Pink_plus_antibiotics_disease",2,"Pink","plus_antibiotics","disease","H",141,0
"2025","2_Purple_plus_antibiotics_disease",2,"Purple","plus_antibiotics","disease","H",141,0
"2026","2_Red_plus_antibiotics_disease",2,"Red","plus_antibiotics","disease","H",141,0
"2027","2_Yellow_plus_antibiotics_disease",2,"Yellow","plus_antibiotics","disease","H",141,0
"2028","3_Black_plus_antibiotics_disease",3,"Black","plus_antibiotics","disease","H",141,0
"2029","3_Blue_plus_antibiotics_disease",3,"Blue","plus_antibiotics","disease","H",141,0
"2030","3_Green_plus_antibiotics_disease",3,"Green","plus_antibiotics","disease","H",141,0
"2031","3_Grey_plus_antibiotics_disease",3,"Grey","plus_antibiotics","disease","H",141,0
"2032","3_Neon_plus_antibiotics_disease",3,"Neon","plus_antibiotics","disease","H",141,0
"2033","3_Orange_plus_antibiotics_disease",3,"Orange","plus_antibiotics","disease","H",141,0
"2034","3_Pink_plus_antibiotics_disease",3,"Pink","plus_antibiotics","disease","H",141,0
"2035","3_Purple_plus_antibiotics_disease",3,"Purple","plus_antibiotics","disease","H",141,0
"2036","3_Red_plus_antibiotics_disease",3,"Red","plus_antibiotics","disease","H",141,0
"2037","3_Yellow_plus_antibiotics_disease",3,"Yellow","plus_antibiotics","disease","WBD",141,1
"2038","4_Black_plus_antibiotics_disease",4,"Black","plus_antibiotics","disease","H",141,0
"2039","4_Blue_plus_antibiotics_disease",4,"Blue","plus_antibiotics","disease","H",141,0
"2040","4_Green_plus_antibiotics_disease",4,"Green","plus_antibiotics","disease","H",141,0
"2041","4_Grey_plus_antibiotics_disease",4,"Grey","plus_antibiotics","disease","H",141,0
"2042","4_Neon_plus_antibiotics_disease",4,"Neon","plus_antibiotics","disease","H",141,0
"2043","4_Orange_plus_antibiotics_disease",4,"Orange","plus_antibiotics","disease","WBD",141,0
"2044","4_Pink_plus_antibiotics_disease",4,"Pink","plus_antibiotics","disease","H",141,0
"2045","4_Purple_plus_antibiotics_disease",4,"Purple","plus_antibiotics","disease","H",141,0
"2046","4_Red_plus_antibiotics_disease",4,"Red","plus_antibiotics","disease","H",141,0
"2047","4_Yellow_plus_antibiotics_disease",4,"Yellow","plus_antibiotics","disease","WBD",141,0
"2048","5_Black_plus_antibiotics_disease",5,"Black","plus_antibiotics","disease","H",141,0
"2049","5_Blue_plus_antibiotics_disease",5,"Blue","plus_antibiotics","disease","H",141,0
"2050","5_Green_plus_antibiotics_disease",5,"Green","plus_antibiotics","disease","H",141,0
"2051","5_Grey_plus_antibiotics_disease",5,"Grey","plus_antibiotics","disease","H",141,0
"2052","5_Neon_plus_antibiotics_disease",5,"Neon","plus_antibiotics","disease","H",141,0
"2053","5_Orange_plus_antibiotics_disease",5,"Orange","plus_antibiotics","disease","H",141,0
"2054","5_Pink_plus_antibiotics_disease",5,"Pink","plus_antibiotics","disease","H",141,0
"2055","5_Purple_plus_antibiotics_disease",5,"Purple","plus_antibiotics","disease","H",141,0
"2056","5_Red_plus_antibiotics_disease",5,"Red","plus_antibiotics","disease","WBD",141,1
"2057","5_Yellow_plus_antibiotics_disease",5,"Yellow","plus_antibiotics","disease","H",141,0
"2058","2_Black_no_antibiotics_healthy",2,"Black","no_antibiotics","healthy","H",150,0
"2059","2_Blue_no_antibiotics_healthy",2,"Blue","no_antibiotics","healthy","H",150,0
"2060","2_Green_no_antibiotics_healthy",2,"Green","no_antibiotics","healthy","WBD",150,1
"2061","2_Grey_no_antibiotics_healthy",2,"Grey","no_antibiotics","healthy","H",150,0
"2062","2_Neon_no_antibiotics_healthy",2,"Neon","no_antibiotics","healthy","H",150,0
"2063","2_Orange_no_antibiotics_healthy",2,"Orange","no_antibiotics","healthy","H",150,0
"2064","2_Pink_no_antibiotics_healthy",2,"Pink","no_antibiotics","healthy","H",150,0
"2065","2_Purple_no_antibiotics_healthy",2,"Purple","no_antibiotics","healthy","H",150,0
"2066","2_Red_no_antibiotics_healthy",2,"Red","no_antibiotics","healthy","H",150,0
"2067","2_Yellow_no_antibiotics_healthy",2,"Yellow","no_antibiotics","healthy","H",150,0
"2068","3_Black_no_antibiotics_healthy",3,"Black","no_antibiotics","healthy","H",150,0
"2069","3_Blue_no_antibiotics_healthy",3,"Blue","no_antibiotics","healthy","H",150,0
"2070","3_Grey_no_antibiotics_healthy",3,"Grey","no_antibiotics","healthy","H",150,0
"2071","3_Neon_no_antibiotics_healthy",3,"Neon","no_antibiotics","healthy","H",150,0
"2072","3_Pink_no_antibiotics_healthy",3,"Pink","no_antibiotics","healthy","H",150,0
"2073","3_Purple_no_antibiotics_healthy",3,"Purple","no_antibiotics","healthy","WBD",150,1
"2074","3_Red_no_antibiotics_healthy",3,"Red","no_antibiotics","healthy","H",150,0
"2075","4_Black_no_antibiotics_healthy",4,"Black","no_antibiotics","healthy","H",150,0
"2076","4_Blue_no_antibiotics_healthy",4,"Blue","no_antibiotics","healthy","H",150,0
"2077","4_Green_no_antibiotics_healthy",4,"Green","no_antibiotics","healthy","H",150,0
"2078","4_Grey_no_antibiotics_healthy",4,"Grey","no_antibiotics","healthy","H",150,0
"2079","4_Neon_no_antibiotics_healthy",4,"Neon","no_antibiotics","healthy","H",150,0
"2080","4_Orange_no_antibiotics_healthy",4,"Orange","no_antibiotics","healthy","H",150,0
"2081","4_Pink_no_antibiotics_healthy",4,"Pink","no_antibiotics","healthy","H",150,0
"2082","4_Purple_no_antibiotics_healthy",4,"Purple","no_antibiotics","healthy","H",150,0
"2083","4_Red_no_antibiotics_healthy",4,"Red","no_antibiotics","healthy","H",150,0
"2084","4_Yellow_no_antibiotics_healthy",4,"Yellow","no_antibiotics","healthy","H",150,0
"2085","5_Black_no_antibiotics_healthy",5,"Black","no_antibiotics","healthy","H",150,0
"2086","5_Blue_no_antibiotics_healthy",5,"Blue","no_antibiotics","healthy","H",150,0
"2087","5_Green_no_antibiotics_healthy",5,"Green","no_antibiotics","healthy","H",150,0
"2088","5_Grey_no_antibiotics_healthy",5,"Grey","no_antibiotics","healthy","H",150,0
"2089","5_Neon_no_antibiotics_healthy",5,"Neon","no_antibiotics","healthy","H",150,0
"2090","5_Orange_no_antibiotics_healthy",5,"Orange","no_antibiotics","healthy","H",150,0
"2091","5_Pink_no_antibiotics_healthy",5,"Pink","no_antibiotics","healthy","H",150,0
"2092","5_Purple_no_antibiotics_healthy",5,"Purple","no_antibiotics","healthy","H",150,0
"2093","5_Red_no_antibiotics_healthy",5,"Red","no_antibiotics","healthy","H",150,0
"2094","5_Yellow_no_antibiotics_healthy",5,"Yellow","no_antibiotics","healthy","H",150,0
"2095","1_Black_no_antibiotics_disease",1,"Black","no_antibiotics","disease","H",150,0
"2096","1_Blue_no_antibiotics_disease",1,"Blue","no_antibiotics","disease","H",150,0
"2097","1_Green_no_antibiotics_disease",1,"Green","no_antibiotics","disease","WBD",150,1
"2098","1_Grey_no_antibiotics_disease",1,"Grey","no_antibiotics","disease","WBD",150,1
"2099","1_Neon_no_antibiotics_disease",1,"Neon","no_antibiotics","disease","WBD",150,1
"2100","1_Orange_no_antibiotics_disease",1,"Orange","no_antibiotics","disease","WBD",150,1
"2101","1_Pink_no_antibiotics_disease",1,"Pink","no_antibiotics","disease","H",150,0
"2102","1_Purple_no_antibiotics_disease",1,"Purple","no_antibiotics","disease","H",150,0
"2103","1_Red_no_antibiotics_disease",1,"Red","no_antibiotics","disease","WBD",150,1
"2104","1_Yellow_no_antibiotics_disease",1,"Yellow","no_antibiotics","disease","WBD",150,1
"2105","2_Black_no_antibiotics_disease",2,"Black","no_antibiotics","disease","H",150,0
"2106","2_Blue_no_antibiotics_disease",2,"Blue","no_antibiotics","disease","H",150,0
"2107","2_Green_no_antibiotics_disease",2,"Green","no_antibiotics","disease","H",150,0
"2108","2_Grey_no_antibiotics_disease",2,"Grey","no_antibiotics","disease","H",150,0
"2109","2_Neon_no_antibiotics_disease",2,"Neon","no_antibiotics","disease","H",150,0
"2110","2_Orange_no_antibiotics_disease",2,"Orange","no_antibiotics","disease","H",150,0
"2111","2_Pink_no_antibiotics_disease",2,"Pink","no_antibiotics","disease","H",150,0
"2112","2_Purple_no_antibiotics_disease",2,"Purple","no_antibiotics","disease","H",150,0
"2113","2_Red_no_antibiotics_disease",2,"Red","no_antibiotics","disease","WBD",150,1
"2114","2_Yellow_no_antibiotics_disease",2,"Yellow","no_antibiotics","disease","WBD",150,1
"2115","3_Black_no_antibiotics_disease",3,"Black","no_antibiotics","disease","H",150,0
"2116","3_Blue_no_antibiotics_disease",3,"Blue","no_antibiotics","disease","H",150,0
"2117","3_Green_no_antibiotics_disease",3,"Green","no_antibiotics","disease","H",150,0
"2118","3_Grey_no_antibiotics_disease",3,"Grey","no_antibiotics","disease","H",150,0
"2119","3_Neon_no_antibiotics_disease",3,"Neon","no_antibiotics","disease","H",150,0
"2120","3_Orange_no_antibiotics_disease",3,"Orange","no_antibiotics","disease","H",150,0
"2121","3_Pink_no_antibiotics_disease",3,"Pink","no_antibiotics","disease","H",150,0
"2122","3_Purple_no_antibiotics_disease",3,"Purple","no_antibiotics","disease","H",150,0
"2123","3_Red_no_antibiotics_disease",3,"Red","no_antibiotics","disease","H",150,0
"2124","3_Yellow_no_antibiotics_disease",3,"Yellow","no_antibiotics","disease","H",150,0
"2125","4_Black_no_antibiotics_disease",4,"Black","no_antibiotics","disease","H",150,0
"2126","4_Blue_no_antibiotics_disease",4,"Blue","no_antibiotics","disease","H",150,0
"2127","4_Green_no_antibiotics_disease",4,"Green","no_antibiotics","disease","H",150,0
"2128","4_Grey_no_antibiotics_disease",4,"Grey","no_antibiotics","disease","H",150,0
"2129","4_Neon_no_antibiotics_disease",4,"Neon","no_antibiotics","disease","H",150,0
"2130","4_Orange_no_antibiotics_disease",4,"Orange","no_antibiotics","disease","H",150,0
"2131","4_Pink_no_antibiotics_disease",4,"Pink","no_antibiotics","disease","H",150,0
"2132","4_Purple_no_antibiotics_disease",4,"Purple","no_antibiotics","disease","H",150,0
"2133","4_Red_no_antibiotics_disease",4,"Red","no_antibiotics","disease","H",150,0
"2134","4_Yellow_no_antibiotics_disease",4,"Yellow","no_antibiotics","disease","H",150,0
"2135","5_Black_no_antibiotics_disease",5,"Black","no_antibiotics","disease","H",150,0
"2136","5_Blue_no_antibiotics_disease",5,"Blue","no_antibiotics","disease","WBD",150,1
"2137","5_Green_no_antibiotics_disease",5,"Green","no_antibiotics","disease","H",150,0
"2138","5_Grey_no_antibiotics_disease",5,"Grey","no_antibiotics","disease","WBD",150,1
"2139","5_Neon_no_antibiotics_disease",5,"Neon","no_antibiotics","disease","H",150,0
"2140","5_Orange_no_antibiotics_disease",5,"Orange","no_antibiotics","disease","WBD",150,1
"2141","5_Pink_no_antibiotics_disease",5,"Pink","no_antibiotics","disease","H",150,0
"2142","5_Purple_no_antibiotics_disease",5,"Purple","no_antibiotics","disease","H",150,0
"2143","5_Red_no_antibiotics_disease",5,"Red","no_antibiotics","disease","WBD",150,1
"2144","5_Yellow_no_antibiotics_disease",5,"Yellow","no_antibiotics","disease","H",150,0
"2145","1_Black_plus_antibiotics_healthy",1,"Black","plus_antibiotics","healthy","H",150,0
"2146","1_Blue_plus_antibiotics_healthy",1,"Blue","plus_antibiotics","healthy","H",150,0
"2147","1_Green_plus_antibiotics_healthy",1,"Green","plus_antibiotics","healthy","H",150,0
"2148","1_Grey_plus_antibiotics_healthy",1,"Grey","plus_antibiotics","healthy","H",150,0
"2149","1_Neon_plus_antibiotics_healthy",1,"Neon","plus_antibiotics","healthy","H",150,0
"2150","1_Orange_plus_antibiotics_healthy",1,"Orange","plus_antibiotics","healthy","H",150,0
"2151","1_Pink_plus_antibiotics_healthy",1,"Pink","plus_antibiotics","healthy","H",150,0
"2152","1_Purple_plus_antibiotics_healthy",1,"Purple","plus_antibiotics","healthy","H",150,0
"2153","1_Red_plus_antibiotics_healthy",1,"Red","plus_antibiotics","healthy","H",150,0
"2154","1_Yellow_plus_antibiotics_healthy",1,"Yellow","plus_antibiotics","healthy","H",150,0
"2155","2_Black_plus_antibiotics_healthy",2,"Black","plus_antibiotics","healthy","H",150,0
"2156","2_Blue_plus_antibiotics_healthy",2,"Blue","plus_antibiotics","healthy","H",150,0
"2157","2_Green_plus_antibiotics_healthy",2,"Green","plus_antibiotics","healthy","H",150,0
"2158","2_Grey_plus_antibiotics_healthy",2,"Grey","plus_antibiotics","healthy","H",150,0
"2159","2_Neon_plus_antibiotics_healthy",2,"Neon","plus_antibiotics","healthy","H",150,0
"2160","2_Orange_plus_antibiotics_healthy",2,"Orange","plus_antibiotics","healthy","H",150,0
"2161","2_Pink_plus_antibiotics_healthy",2,"Pink","plus_antibiotics","healthy","H",150,0
"2162","2_Purple_plus_antibiotics_healthy",2,"Purple","plus_antibiotics","healthy","H",150,0
"2163","2_Red_plus_antibiotics_healthy",2,"Red","plus_antibiotics","healthy","H",150,0
"2164","2_Yellow_plus_antibiotics_healthy",2,"Yellow","plus_antibiotics","healthy","H",150,0
"2165","3_Black_plus_antibiotics_healthy",3,"Black","plus_antibiotics","healthy","H",150,0
"2166","3_Blue_plus_antibiotics_healthy",3,"Blue","plus_antibiotics","healthy","H",150,0
"2167","3_Green_plus_antibiotics_healthy",3,"Green","plus_antibiotics","healthy","H",150,0
"2168","3_Grey_plus_antibiotics_healthy",3,"Grey","plus_antibiotics","healthy","H",150,0
"2169","3_Neon_plus_antibiotics_healthy",3,"Neon","plus_antibiotics","healthy","H",150,0
"2170","3_Orange_plus_antibiotics_healthy",3,"Orange","plus_antibiotics","healthy","H",150,0
"2171","3_Pink_plus_antibiotics_healthy",3,"Pink","plus_antibiotics","healthy","H",150,0
"2172","3_Purple_plus_antibiotics_healthy",3,"Purple","plus_antibiotics","healthy","H",150,0
"2173","3_Red_plus_antibiotics_healthy",3,"Red","plus_antibiotics","healthy","H",150,0
"2174","3_Yellow_plus_antibiotics_healthy",3,"Yellow","plus_antibiotics","healthy","H",150,0
"2175","4_Black_plus_antibiotics_healthy",4,"Black","plus_antibiotics","healthy","H",150,0
"2176","4_Blue_plus_antibiotics_healthy",4,"Blue","plus_antibiotics","healthy","H",150,0
"2177","4_Green_plus_antibiotics_healthy",4,"Green","plus_antibiotics","healthy","H",150,0
"2178","4_Grey_plus_antibiotics_healthy",4,"Grey","plus_antibiotics","healthy","H",150,0
"2179","4_Neon_plus_antibiotics_healthy",4,"Neon","plus_antibiotics","healthy","H",150,0
"2180","4_Orange_plus_antibiotics_healthy",4,"Orange","plus_antibiotics","healthy","H",150,0
"2181","4_Pink_plus_antibiotics_healthy",4,"Pink","plus_antibiotics","healthy","H",150,0
"2182","4_Purple_plus_antibiotics_healthy",4,"Purple","plus_antibiotics","healthy","H",150,0
"2183","4_Red_plus_antibiotics_healthy",4,"Red","plus_antibiotics","healthy","H",150,0
"2184","4_Yellow_plus_antibiotics_healthy",4,"Yellow","plus_antibiotics","healthy","H",150,0
"2185","5_Black_plus_antibiotics_healthy",5,"Black","plus_antibiotics","healthy","H",150,0
"2186","5_Blue_plus_antibiotics_healthy",5,"Blue","plus_antibiotics","healthy","H",150,0
"2187","5_Green_plus_antibiotics_healthy",5,"Green","plus_antibiotics","healthy","H",150,0
"2188","5_Grey_plus_antibiotics_healthy",5,"Grey","plus_antibiotics","healthy","H",150,0
"2189","5_Neon_plus_antibiotics_healthy",5,"Neon","plus_antibiotics","healthy","H",150,0
"2190","5_Orange_plus_antibiotics_healthy",5,"Orange","plus_antibiotics","healthy","H",150,0
"2191","5_Pink_plus_antibiotics_healthy",5,"Pink","plus_antibiotics","healthy","H",150,0
"2192","5_Purple_plus_antibiotics_healthy",5,"Purple","plus_antibiotics","healthy","H",150,0
"2193","5_Red_plus_antibiotics_healthy",5,"Red","plus_antibiotics","healthy","H",150,0
"2194","5_Yellow_plus_antibiotics_healthy",5,"Yellow","plus_antibiotics","healthy","H",150,0
"2195","1_Black_plus_antibiotics_disease",1,"Black","plus_antibiotics","disease","H",150,0
"2196","1_Blue_plus_antibiotics_disease",1,"Blue","plus_antibiotics","disease","H",150,0
"2197","1_Green_plus_antibiotics_disease",1,"Green","plus_antibiotics","disease","H",150,0
"2198","1_Grey_plus_antibiotics_disease",1,"Grey","plus_antibiotics","disease","H",150,0
"2199","1_Neon_plus_antibiotics_disease",1,"Neon","plus_antibiotics","disease","H",150,0
"2200","1_Orange_plus_antibiotics_disease",1,"Orange","plus_antibiotics","disease","H",150,0
"2201","1_Pink_plus_antibiotics_disease",1,"Pink","plus_antibiotics","disease","H",150,0
"2202","1_Purple_plus_antibiotics_disease",1,"Purple","plus_antibiotics","disease","H",150,0
"2203","1_Red_plus_antibiotics_disease",1,"Red","plus_antibiotics","disease","H",150,0
"2204","1_Yellow_plus_antibiotics_disease",1,"Yellow","plus_antibiotics","disease","H",150,0
"2205","2_Black_plus_antibiotics_disease",2,"Black","plus_antibiotics","disease","H",150,0
"2206","2_Blue_plus_antibiotics_disease",2,"Blue","plus_antibiotics","disease","H",150,0
"2207","2_Green_plus_antibiotics_disease",2,"Green","plus_antibiotics","disease","H",150,0
"2208","2_Grey_plus_antibiotics_disease",2,"Grey","plus_antibiotics","disease","H",150,0
"2209","2_Neon_plus_antibiotics_disease",2,"Neon","plus_antibiotics","disease","H",150,0
"2210","2_Orange_plus_antibiotics_disease",2,"Orange","plus_antibiotics","disease","H",150,0
"2211","2_Pink_plus_antibiotics_disease",2,"Pink","plus_antibiotics","disease","H",150,0
"2212","2_Purple_plus_antibiotics_disease",2,"Purple","plus_antibiotics","disease","H",150,0
"2213","2_Red_plus_antibiotics_disease",2,"Red","plus_antibiotics","disease","H",150,0
"2214","2_Yellow_plus_antibiotics_disease",2,"Yellow","plus_antibiotics","disease","H",150,0
"2215","3_Black_plus_antibiotics_disease",3,"Black","plus_antibiotics","disease","H",150,0
"2216","3_Blue_plus_antibiotics_disease",3,"Blue","plus_antibiotics","disease","H",150,0
"2217","3_Green_plus_antibiotics_disease",3,"Green","plus_antibiotics","disease","H",150,0
"2218","3_Grey_plus_antibiotics_disease",3,"Grey","plus_antibiotics","disease","H",150,0
"2219","3_Neon_plus_antibiotics_disease",3,"Neon","plus_antibiotics","disease","H",150,0
"2220","3_Orange_plus_antibiotics_disease",3,"Orange","plus_antibiotics","disease","H",150,0
"2221","3_Pink_plus_antibiotics_disease",3,"Pink","plus_antibiotics","disease","H",150,0
"2222","3_Purple_plus_antibiotics_disease",3,"Purple","plus_antibiotics","disease","H",150,0
"2223","3_Red_plus_antibiotics_disease",3,"Red","plus_antibiotics","disease","H",150,0
"2224","3_Yellow_plus_antibiotics_disease",3,"Yellow","plus_antibiotics","disease","WBD",150,1
"2225","4_Black_plus_antibiotics_disease",4,"Black","plus_antibiotics","disease","H",150,0
"2226","4_Blue_plus_antibiotics_disease",4,"Blue","plus_antibiotics","disease","H",150,0
"2227","4_Green_plus_antibiotics_disease",4,"Green","plus_antibiotics","disease","H",150,0
"2228","4_Grey_plus_antibiotics_disease",4,"Grey","plus_antibiotics","disease","H",150,0
"2229","4_Neon_plus_antibiotics_disease",4,"Neon","plus_antibiotics","disease","H",150,0
"2230","4_Orange_plus_antibiotics_disease",4,"Orange","plus_antibiotics","disease","WBD",150,0
"2231","4_Pink_plus_antibiotics_disease",4,"Pink","plus_antibiotics","disease","H",150,0
"2232","4_Purple_plus_antibiotics_disease",4,"Purple","plus_antibiotics","disease","H",150,0
"2233","4_Red_plus_antibiotics_disease",4,"Red","plus_antibiotics","disease","H",150,0
"2234","4_Yellow_plus_antibiotics_disease",4,"Yellow","plus_antibiotics","disease","WBD",150,1
"2235","5_Black_plus_antibiotics_disease",5,"Black","plus_antibiotics","disease","H",150,0
"2236","5_Blue_plus_antibiotics_disease",5,"Blue","plus_antibiotics","disease","H",150,0
"2237","5_Green_plus_antibiotics_disease",5,"Green","plus_antibiotics","disease","H",150,0
"2238","5_Grey_plus_antibiotics_disease",5,"Grey","plus_antibiotics","disease","H",150,0
"2239","5_Neon_plus_antibiotics_disease",5,"Neon","plus_antibiotics","disease","H",150,0
"2240","5_Orange_plus_antibiotics_disease",5,"Orange","plus_antibiotics","disease","H",150,0
"2241","5_Pink_plus_antibiotics_disease",5,"Pink","plus_antibiotics","disease","H",150,0
"2242","5_Purple_plus_antibiotics_disease",5,"Purple","plus_antibiotics","disease","H",150,0
"2243","5_Red_plus_antibiotics_disease",5,"Red","plus_antibiotics","disease","WBD",150,1
"2244","5_Yellow_plus_antibiotics_disease",5,"Yellow","plus_antibiotics","disease","H",150,0
"2245","2_Black_no_antibiotics_healthy",2,"Black","no_antibiotics","healthy","H",165,0
"2246","2_Blue_no_antibiotics_healthy",2,"Blue","no_antibiotics","healthy","H",165,0
"2247","2_Green_no_antibiotics_healthy",2,"Green","no_antibiotics","healthy","WBD",165,1
"2248","2_Grey_no_antibiotics_healthy",2,"Grey","no_antibiotics","healthy","H",165,0
"2249","2_Neon_no_antibiotics_healthy",2,"Neon","no_antibiotics","healthy","H",165,0
"2250","2_Orange_no_antibiotics_healthy",2,"Orange","no_antibiotics","healthy","H",165,0
"2251","2_Pink_no_antibiotics_healthy",2,"Pink","no_antibiotics","healthy","H",165,0
"2252","2_Purple_no_antibiotics_healthy",2,"Purple","no_antibiotics","healthy","H",165,0
"2253","2_Red_no_antibiotics_healthy",2,"Red","no_antibiotics","healthy","H",165,0
"2254","2_Yellow_no_antibiotics_healthy",2,"Yellow","no_antibiotics","healthy","H",165,0
"2255","3_Black_no_antibiotics_healthy",3,"Black","no_antibiotics","healthy","H",165,0
"2256","3_Blue_no_antibiotics_healthy",3,"Blue","no_antibiotics","healthy","H",165,0
"2257","3_Grey_no_antibiotics_healthy",3,"Grey","no_antibiotics","healthy","H",165,0
"2258","3_Neon_no_antibiotics_healthy",3,"Neon","no_antibiotics","healthy","H",165,0
"2259","3_Pink_no_antibiotics_healthy",3,"Pink","no_antibiotics","healthy","H",165,0
"2260","3_Purple_no_antibiotics_healthy",3,"Purple","no_antibiotics","healthy","WBD",165,1
"2261","3_Red_no_antibiotics_healthy",3,"Red","no_antibiotics","healthy","H",165,0
"2262","4_Black_no_antibiotics_healthy",4,"Black","no_antibiotics","healthy","H",165,0
"2263","4_Blue_no_antibiotics_healthy",4,"Blue","no_antibiotics","healthy","H",165,0
"2264","4_Green_no_antibiotics_healthy",4,"Green","no_antibiotics","healthy","H",165,0
"2265","4_Grey_no_antibiotics_healthy",4,"Grey","no_antibiotics","healthy","H",165,0
"2266","4_Neon_no_antibiotics_healthy",4,"Neon","no_antibiotics","healthy","H",165,0
"2267","4_Orange_no_antibiotics_healthy",4,"Orange","no_antibiotics","healthy","H",165,0
"2268","4_Pink_no_antibiotics_healthy",4,"Pink","no_antibiotics","healthy","H",165,0
"2269","4_Purple_no_antibiotics_healthy",4,"Purple","no_antibiotics","healthy","H",165,0
"2270","4_Red_no_antibiotics_healthy",4,"Red","no_antibiotics","healthy","H",165,0
"2271","4_Yellow_no_antibiotics_healthy",4,"Yellow","no_antibiotics","healthy","H",165,0
"2272","5_Black_no_antibiotics_healthy",5,"Black","no_antibiotics","healthy","H",165,0
